Id,SalePrice
1461,122605.51
1462,158838.33
1463,189592.94
1464,193321.27
1465,189992.6
1466,171141.7
1467,174119.03
1468,165193.62
1469,183995.28
1470,129109.04
1471,197223.5
1472,93542.375
1473,94796.24
1474,151466.34
1475,117265.9
1476,390106.5
1477,257392.84
1478,277755.72
1479,258645.56
1480,480048.38
1481,339194.6
1482,205649.53
1483,170357.64
1484,163343.66
1485,176402.48
1486,197162.39
1487,343076.1
1488,238385.69
1489,200867.08
1490,216019.1
1491,195238.89
1492,94713.74
1493,178063.28
1494,286355.72
1495,289550.25
1496,229337.47
1497,188849.83
1498,163150.61
1499,155642.88
1500,148077.61
1501,170866.27
1502,150747.53
1503,318190.44
1504,242094.23
1505,219885.31
1506,193975.77
1507,242107.39
1508,204436.19
1509,165860.25
1510,144793.0
1511,144495.73
1512,180355.47
1513,140856.16
1514,151293.1
1515,192420.53
1516,152683.42
1517,159153.72
1518,142199.11
1519,223696.53
1520,135330.14
1521,133500.67
1522,170767.38
1523,113978.32
1524,123664.85
1525,121103.75
1526,118986.43
1527,104243.16
1528,130209.3
1529,147143.45
1530,168019.86
1531,112575.9
1532,100663.055
1533,147752.05
1534,119822.14
1535,149036.33
1536,109529.33
1537,63384.848
1538,163125.1
1539,193512.17
1540,99032.31
1541,144363.38
1542,142716.88
1543,221999.31
1544,81216.945
1545,113113.125
1546,131562.11
1547,134415.89
1548,131929.73
1549,113702.34
1550,138995.45
1551,115542.695
1552,131321.67
1553,141652.84
1554,110756.51
1555,173676.23
1556,83385.77
1557,108427.48
1558,94754.94
1559,84188.1
1560,133177.67
1561,143803.7
1562,128418.055
1563,119073.61
1564,159219.61
1565,140343.55
1566,242920.58
1567,75777.06
1568,217526.98
1569,143641.56
1570,136342.53
1571,119160.17
1572,150080.38
1573,245089.33
1574,106835.266
1575,217726.64
1576,235454.78
1577,193389.86
1578,136343.44
1579,148379.98
1580,199013.7
1581,154031.28
1582,131296.39
1583,333568.88
1584,227793.33
1585,141981.62
1586,68960.67
1587,96708.53
1588,145503.81
1589,102389.95
1590,133663.48
1591,96554.266
1592,116034.74
1593,122562.96
1594,129784.555
1595,106469.11
1596,236814.73
1597,178244.06
1598,200373.66
1599,177893.55
1600,174183.8
1601,63390.168
1602,115025.734
1603,79630.42
1604,266289.7
1605,248728.47
1606,168651.1
1607,168212.4
1608,215688.08
1609,190034.27
1610,151642.1
1611,138040.62
1612,169190.28
1613,162061.38
1614,127518.375
1615,85956.62
1616,75001.66
1617,90080.39
1618,124041.76
1619,137420.78
1620,164422.06
1621,132185.39
1622,142182.3
1623,263915.22
1624,208479.86
1625,125392.9
1626,164578.94
1627,190778.77
1628,274905.12
1629,180265.36
1630,335907.22
1631,222389.84
1632,243459.8
1633,169209.97
1634,191375.92
1635,174082.5
1636,151008.55
1637,193868.31
1638,196481.58
1639,181980.75
1640,263049.56
1641,175340.8
1642,230052.03
1643,226982.73
1644,235592.23
1645,200457.56
1646,158124.66
1647,158432.89
1648,134424.34
1649,140498.89
1650,115315.266
1651,120353.53
1652,98985.86
1653,100393.84
1654,147583.33
1655,152285.55
1656,145827.48
1657,148367.39
1658,147782.77
1659,124791.64
1660,153246.66
1661,455867.62
1662,406103.72
1663,400420.1
1664,440473.47
1665,296601.94
1666,312412.47
1667,375125.97
1668,333341.8
1669,295358.0
1670,355745.88
1671,249914.0
1672,438386.9
1673,296248.3
1674,248035.38
1675,181669.5
1676,188543.89
1677,214637.06
1678,443175.2
1679,380506.8
1680,357318.78
1681,241479.03
1682,300959.47
1683,175117.36
1684,177694.16
1685,170094.33
1686,167712.64
1687,165098.48
1688,193683.52
1689,193098.48
1690,191715.14
1691,175351.33
1692,268892.4
1693,166578.03
1694,178040.7
1695,165078.19
1696,265279.62
1697,171416.12
1698,365520.72
1699,321961.44
1700,244161.77
1701,263165.5
1702,257195.56
1703,263954.72
1704,287762.0
1705,226800.31
1706,406660.62
1707,217702.77
1708,202281.36
1709,271476.28
